"ITEMPLAN MADRE	ESTADO ITEM. MADRE	CANT. HIJOS	NOMBRE ITEM. MADRE	PROYECTO	SUBPROYECTO	PRIORIDAD	PEP1	PEP2	ORDEN DE COMPRA	SITUACION.	MONTO.	# CERT.	EECC	ENCARGADO	# CARTA	FECHA RECEPCION	# FACTURA	ESTADO FACTURA	FECHA VALIDACION"
"M-22-07-027	Cancelado	1	PUENTE COISHCO	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0856-00001	P-0055-22-0856-00001-001	9404268055	OC ANULADA			LITEYCA	CONSORCIO PERUANO PUENTES ANCASH	CARTA-001840-2022-GP 30.06.22.pdf	12/07/2022/			"
"M-22-07-028	Certificado	1	RED SEC. AGUA Y ALCANTARILLADO URB. ZARATE	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0855-00001	P-0055-22-0855-00001-001	9404268053	OC CERTIFICADA	283.40	5037245382	COMFICA	HM - INGENIEROS CONSULTORES	CARTA 063-2022-HMIC-ZTE	12/07/2022/			2022-08-26 18:23:11"
"M-22-07-029	Certificado	1	CIRCUITO TURISTICO HUAYTAPALLANA	OBRA PUBLICA	GOBIERNOS REGIONALES	NO	P-0055-22-0854-00001	P-0055-22-0854-00001-001	9404268023	OC CERTIFICADA	1018.02	5036931247	DOMINION	GOBIERNO REGIONAL DE JUNIN	CARTA N° 061-2022-RO- JCLC-GRJ.pdf	12/07/2022/	FEVC-00008577	EMITIDO	2022-08-11 13:36:32"
"M-22-07-030	Certificado	1	LIMA- CANTA - ACTUALIZACION	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0853-00001	P-0055-22-0853-00001-001	9404268060	OC CERTIFICADA	822.21	5037477490	COBRA	CONSORCIO VIAL LIMA	CARTA 006-800-2021-CVL	12/07/2022/			2022-10-04 20:38:22"
"M-22-07-031	Certificado	1	AV. METROPOLITANA (AV. UNIVERSITARIA-CANTA CALLAO)	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-0852-00001	P-0055-22-0852-00001-001	9404267978	OC CERTIFICADA	6456.85	5037491796	COBRA	INVERMET	Carta N° 035-267-2022-CVG_Interferencias Tele	12/07/2022/			2022-10-04 07:41:55"
"M-22-07-032	Cancelado	1	PASO A DESNIVEL MIGUEL IGLESIAS-AV. DE LOS HÉROES-SJM	OBRA PUBLICA	MUNICIPALIDADES	NO				SIN SOLICITUD OC	15000.00		LARI	EMAPE	CARTA-001246-2022-GESO	12/07/2022/			"
"M-22-07-033	Certificado	1	EBC AERO_OVALO_REEM	OBRA PUBLICA	TORRERAS	NO	P-0055-22-0832-00001	P-0055-22-0832-00001-001	9404268061	OC CERTIFICADA	542.40	5036931341	COMFICA	TORRERA DESARROLLOS TERRESTRES	CORREO M VALDIVIA 11-07-2022	12/07/2022/			2022-08-04 15:06:16"
"M-22-07-034	Cancelado	1	EBC VIVANCO REEM	OBRA PUBLICA	TORRERAS	NO				SIN SOLICITUD OC			COMFICA	TORRERA DESARROLLOS TERRESTRES	CORREO MIGUEL VALDIVIA 11-07-2022	12/07/2022/			"
"M-22-07-035	Certificado	1	EBC CALVINO REEM	OBRA PUBLICA	TORRERAS	NO	P-0055-22-0833-00001	P-0055-22-0833-00001-001	9404262134	OC CERTIFICADA	542.40	5036931413	COMFICA	DESARROLLOS TERRESTRES	CORREO DE MIGUEL VALDIVIA 11-07-2022	12/07/2022/			2022-08-04 15:05:49"
"M-22-07-036	Certificado	1	EBC NAVAL 2 REEM	OBRA PUBLICA	TORRERAS	NO	P-0055-22-0834-00001	P-0055-22-0834-00001-001	9404262144	OC CERTIFICADA	563.28	5036931048	COBRA	DESARROLLOS TERRESTRES	CORREO MIGUEL VALDIVIA 11-07-2022	12/07/2022/			2022-08-04 15:05:28"
"M-22-07-037	Certificado	1	EBC UNIVERSO REEM	OBRA PUBLICA	TORRERAS	NO	P-0055-22-0835-00001	P-0055-22-0835-00001-001	9404262145	OC CERTIFICADA	535.20	5036988523	DOMINION	DESARROLLOS TERRESTRES	CORREO DE MIGUEL VALDIVIA DIA 11-07-2022	12/07/2022/			2022-08-13 13:08:26"
"M-22-07-038	Certificado	1	EBC EL GOLF LOS INCAS REEM	OBRA PUBLICA	TORRERAS	NO	P-0055-22-0836-00001	P-0055-22-0836-00001-001	9404262143	OC CERTIFICADA	563.28	5036931282	COBRA	DESARROLLOS TERRESTRES	CORREO DE MIGUEL VALDIVIA DEL 11-07-2022	12/07/2022/			2022-07-31 07:22:16"
"M-22-07-039	Certificado	1	COLECTOR PRIMARIO SURCO	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0850-00001	P-0055-22-0850-00001-001	9404267979	OC CERTIFICADA	68079.99	5038126194	COMFICA	INTEGRAL INGENIEROS CONSULTORES	Carta N°057-2022-INTGR	13/07/2022/			2022-12-12 09:20:36"
"M-22-07-040	Certificado	1	CARRETERA CAMANA PUNTA BOMBON	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0849-00001	P-0055-22-0849-00001-001	9404268012	OC CERTIFICADA	4086.81	5037244987	DOMINION	HOB CONSULTORES	Carta N° 1510072-CG-22-0011	12/07/2022/			2022-09-06 13:49:35"
"M-22-07-041	Certificado	2	PUENTE INCA MOYA	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-0891-00001	P-0055-22-0891-00001-001	9404300951	OC CERTIFICADA	4121.53	5037245118	LARI	PGRLM	Carta N?573-2022-MML.PGRLM.SRI	20/07/2022/	FEVC-00008622	EMITIDO	2022-08-24 16:00:44"
"M-22-07-042	Certificado	2	PUENTE CARRIZAL-RED VIAL N°4	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0890-00001	P-0055-22-0890-00001-001	9404300944	OC CERTIFICADA	35237.08	5037839384	LITEYCA	AUTOPISTA DEL NORTE	CARTA AN - GT - C - CP -22 - 0442 	19/07/2022/			2022-08-24 16:01:23"
"M-22-07-043	Certificado	1	PEAJE CHICAMA	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0889-00001	P-0055-22-0889-00001-001	9404300950	OC CERTIFICADA	6608.26	5037246837	COBRA	COVISOL	SIN CARTA - CORREO DE MIGUEL VALDIVIA 19-07-2	19/07/2022/			2022-09-14 11:29:55"
"M-22-08-028	Certificado	1	BOCA DEL RIO TACNA	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-22-0888-00001	P-0055-22-0888-00001-001	9404300943	OC CERTIFICADA	1351.59	5037245176	DOMINION	PROVIAS MTC	OFICIO N° 9659-2022-MTC-20.11	04/08/2022/			2022-09-12 11:21:31"
"M-22-08-029	Certificado	1	CICLOVÍA DE LA TORRE-SANTA ANITA	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-0887-00001	P-0055-22-0887-00001-001	9404300919	OC CERTIFICADA	510.94	5037245247	LARI	MUNICIPALIDAD METROPOLITANA DE LIMA	CARTA N° 000214-2022-GMU-STNM - TELEFÓNICA AV	04/08/2022/			2022-09-06 13:49:54"
"M-22-08-030	Certificado	1	CASCO URBANO DE PUERTO MALDONADO	OBRA PUBLICA	GOBIERNOS REGIONALES	NO	P-0055-22-0997-00001	P-0055-22-0997-00001-001	9404350254	OC CERTIFICADA	10347.33	5038062690	COMFICA	GOBIERNO REGIONAL DE MADRE DE DIOS	CARTA 092-2022- GOREMAD-GRI-GSO-MVCU-CGST-RO.	16/08/2022/			2022-12-06 12:24:29"
"M-22-08-031	Cancelado	1	ESTACIÓN E-7 - REDES DE AGUA Y ALCANTARILLADO	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0996-00001	P-0055-22-0996-00001-001	9404350242	OC ANULADA	16215.39		COMFICA	CONSORCIO SAN PEDRO	Carta 038-2022-CSP Solicitud de Presupuesto T	26/08/2022/			2022-11-14 13:58:31"
"M-22-08-032	Certificado	1	OBRAS AV. PERIFÉRICA ADRIAN MELENDEZ LOAYZA	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0995-00001	P-0055-22-0995-00001-001	9404350223	OC CERTIFICADA	194.05	5038085109	COBRA	METACONTROL SAC 	CARTA 0012-2022 - METACONTROL-SMP-CH	24/08/2022/			2022-11-23 10:59:08"
"M-22-08-033	Certificado	1	ACTUALIZACION DE PROYECTO - AV. SOL DE NARANJAL-TRAMO DE CANTA CALLAO A PARAMONGA	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-0998-00001	P-0055-22-0998-00001-001	9404350256	OC CERTIFICADA	4530.83	5037839135	COBRA	INVERMET	CARTA-001018-2021- INVERMET - GP	23/08/2022/	FEVC-00008972	EMITIDO	2022-11-09 11:12:57"
"M-22-08-034	Certificado	1	RETIRO DE POSTES DEL HUMEDAL PATA PATA - CUSCO	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-0999-00001	P-0055-22-0999-00001-001	9404350253	OC CERTIFICADA	2280.04	5038084906	COMFICA	MUNICIPALIDAD DISTRITAL DE SAN JERONIMO - CUSCO	OFICIO 0321-2022-A-MDSJ-MDSJ-C- SAN JERONIMO 	29/08/2022/			2022-11-29 10:01:44"
"M-22-08-035	Certificado	1	TRAMO 5 - IIRSA SUR - AREQUIPA - YURA OBRAS DEFINITIVAS.	OBRA PUBLICA	MTC	NO	P-0055-22-0717-00001	P-0055-22-0717-00001-001	9404323554	OC CERTIFICADA	3064.66	5037245172	DOMINION	MTC	2941-2022-MTC_19.03_TELEFONICA 	31/08/2022/			2022-09-12 11:21:09"
"M-22-09-020	Cancelado	1	ACTUALIZACION DISENO REUBICACION PEX AEROPUERTO DE TARAPOTO	OBRA PUBLICA	MTC	NO	P-0055-22-1127-00001	P-0055-22-1127-00001-001	9404403177	OC ANULADA			COBRA	MTC  	OFICIO N° 5656-2022-MTC19.03.	16/09/2022/			"
"M-22-09-021	Certificado	1	AV. PARINACOCHAS - NIVELACION DE CAMARAS ADICIONALES - SEGUNDA ETAPA 	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-1126-00001	P-0055-22-1126-00001-001	9404403183	OC CERTIFICADA	2301.36	5038084800	LARI	INVERMET	CORREO DE ALONSO CORNELIO	19/09/2022/			2022-11-23 10:59:31"
"M-22-09-022	Certificado	1	CIRCUITO DE PLAYAS-MOLLENDO-ISLAY	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-1125-00001	P-0055-22-1125-00001-001	9404403159	OC CERTIFICADA	2427.00	5109865270	DOMINION	MUNICIPALIDAD PROVINCIAL DE ISLAY - MOLLENDO	Carta Nro 17-2022-MPI-A-GM-GIDU.	19/09/2022/			2022-11-14 13:58:11"
"M-22-09-023	Certificado	2	PUENTE ENRIQUE P MEJÍA - SICUANI -  CUSCO	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-1129-00001	P-0055-22-1129-00001-001	9404403205	OC CERTIFICADA	15629.64	5038085502	COMFICA	CONSORCIO SICUANI	CARTA 65-2022-CS	20/09/2022/			2022-11-25 21:13:43"
"M-22-09-024	Certificado	3	PUENTE HUAMPANI	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-1128-00001	P-0055-22-1128-00001-001	9404403184	OC CERTIFICADA	1659.75	5038084634	LARI	MTC- GRUPO CONSORCIO AGC	OFICIO 4829-2022MTC - PUENTE HUAMPANI.	26/09/2022/	FEVC-00008914	EMITIDO	2022-11-19 12:40:27"
"M-22-09-025	Cancelado	1	AV. PROLONGACIÓN NARANJAL-SMP	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-1130-00001	P-0055-22-1130-00001-001	9404403195	OC ANULADA			COBRA	PGRLM	Carta N?830-2022-MML-PGRLM-SRI.	26/09/2022/			"
"M-22-09-026	Certificado	1	POSTE PARINACOCHAS (2)	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-1144-00001	P-0055-22-1144-00001-001	9404403157	OC CERTIFICADA	506.98	5038084629	LARI	INVERMET	CARTA - 002524 - 2022- GP 13-09	26/09/2022/			2022-11-25 21:13:01"
"M-22-09-027	Certificado	2	POSTE EN VILLARAN	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-1143-00001	P-0055-22-1143-00001-001	9404403424	OC CERTIFICADA	695.46	5038084527	COMFICA	INVERMET	CARTA-002537-2022-GP 15.09	27/09/2022/			2022-11-26 12:45:56"
"M-22-10-018	Certificado	3	URBANIZACIÓN LAS GARDENIAS-NUEVO CHIMBOTE	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-1181-00001	P-0055-22-1181-00001-001	9404403242	OC CERTIFICADA	35170.14	5040048676	LITEYCA	CONSORCIO CONSTRUCTOR GARDENIAS 	carta 140 - TELEFONICA URB LAS GARDENIAS NUEV	12/10/2022/			2022-11-16 19:35:19"
"M-22-10-019	Certificado	1	PENDIENTES DE ESTACION 07 SAN MARCOS METRO DE LIMA	OBRA PUBLICA	ATU	NO	P-0055-22-1182-00001	P-0055-22-1182-00001-001	9404503831	OC CERTIFICADA	5812.36	5038134845	COMFICA	ATU	SIN CARTA INDICACION DE ALONSO CORNELIO - TER	13/10/2022/			2022-11-25 21:12:42"
"M-22-11-017	Certificado	13	ACTUALIZACION - PUENTES POR REEMPLAZO CENTRO SUR - OBRA 3	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0799-00001	P-0055-22-0799-00001-001	9404493362	OC CERTIFICADA	42188.35	5038126202	DOMINION	CONSORCIO PUENTES PARA EL PERU	Carta - PO 292 - 002 - 2022 - CPP_TdP.	08/11/2022/	FEVC-00009012	EMITIDO	2022-12-12 08:01:57"
"M-22-11-018	Certificado	2	ARCC - RIO CHICO Y MATAGENTE - CHINCHA	OBRA PUBLICA	ARCC	NO	P-0055-22-1610-00001	P-0055-22-1610-00001-001	9404493353	OC CERTIFICADA	50331.75	5038085501	DOMINION	AUTORIDAD PARA RECONSTRUCCIÓN POR CAMBIOS-CONSORCIO ICAFAN-FLESAN	Carta N° 00918 2022	08/11/2022/			2022-12-12 07:56:10"
"M-22-11-019	Certificado	1	OBRA:  LURIN  AGUA ALCANTARILLADO	OBRA PUBLICA	SEDAPAL	NO	P-0055-22-1609-00001	P-0055-22-1609-00001-001	9404493370	OC CERTIFICADA	250269.22	5038126187	DOMINION	SEDAPAL	88. CARGO -CARTA 1205-2022-EEDEF (DICAPI)	08/11/2022/			2022-12-06 10:16:16"
"M-22-11-020	Certificado	1	DISTRIBUCION SUR LIMA - COLECTORES  PRIMARIOS	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-1608-00001	P-0055-22-1608-00001-001	9404493352	OC CERTIFICADA	242650.63	5038065742	COBRA	HM INGENIEROS CONSULTORES S.A. con RUC 20543698912;	CARTA N°478-2022HMIC-CSUR	08/11/2022/			2022-12-06 18:15:23"
"M-22-11-021	Certificado	3	SAN LUIS  AGUA POTABLE Y ALCANTARILLADO 	OBRA PUBLICA	SEDAPAL	NO	P-0055-22-1607-00001	P-0055-22-1607-00001-001	9404493309	OC CERTIFICADA	49996.42	5038085500	LARI	SEDAPAL - EDYPSA   S.R.L.	CARTA N° 009-2022_EDYPSA	08/11/2022/			2022-12-06 11:15:43"
"M-22-11-022	Certificado	2	OBRA: LIMA VARIOS DIST COLECTORES PRIMARIOS.	OBRA PUBLICA	SEDAPAL	NO	P-0055-22-1605-00001	P-0055-22-1605-00001-001	9404493339	OC CERTIFICADA	219687.98	5038126198	COBRA	SEDAPAL - CONSORCIO SAN MIGUEL	Carta 050-2022-Telefónica	08/11/2022/			2022-12-07 20:00:56"
"M-22-11-023	Certificado	2	CARAVELI CAMANA 141.4 KM - AREQUIPA	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-1592-00001	P-0055-22-1592-00001-001	9404485415	OC CERTIFICADA	14774.30	5038085499	DOMINION	MTC - PROVIAS	CARTA 266-2022-CCECC-ATC-RES-AP	08/11/2022/			2022-12-06 16:34:56"
"M-22-11-024	Certificado	2	 SULLANA SERVICIO DE DRENAJE PLUVIAL PIURA.	OBRA PUBLICA	ARCC	NO	P-0055-22-1606-00001	P-0055-22-1606-00001-001	9404493363	OC CERTIFICADA	103816.05	5038126191	LITEYCA	BENITO ROGGIO E HIJOS SA - SUCURSAL DEL PERU 	Carta 058-2022-GP-BRH-T.	08/11/2022/			2022-12-06 11:03:44"
"M-22-11-025	Certificado	1	LIMA NORTE - COLECTORES PRIMARIOS	OBRA PUBLICA	SEDAPAL	NO	P-0055-22-1604-00001	P-0055-22-1604-00001-001	9404493308	OC CERTIFICADA	195344.20	5038104055	COBRA	SEDAPAL	Carta N°1126-2022-EEDef	08/11/2022/			2022-12-07 10:49:48"
"M-22-11-026	Certificado	1	VENTANILLA  AGUA Y ALCANTARILLADO CALLAO	OBRA PUBLICA	SEDAPAL	NO	P-0055-22-1591-00001	P-0055-22-1591-00001-001	9404485460	OC CERTIFICADA	14388.22	5038062689	COMFICA	SEDAPAL -  CONSORCIO PACHACUTEC	2022.09.58 Carta N° 057 Solicitud de Informac	08/11/2022/			2022-12-06 16:33:50"
"M-22-11-027	Certificado	1	TRUJILLO CAJAMARCA CARRETERA LONGITUDINAL	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-22-1590-00001	P-0055-22-1590-00001-001	9404485445	OC CERTIFICADA	51666.53	5038126190	COBRA	TRUJILLO CAJAMARCA CARRETERA LONGITUDINAL	A-136-2022-MTC INFORMACIÓN DE RED CAJAMARCA	08/11/2022/			2022-12-07 10:50:33"
"M-22-11-028	Certificado	1	PISTAS Y VEREDAS EN VIRU -LA LIBERTAD	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-22-1611-00001	P-0055-22-1611-00001-001	9404493344	OC CERTIFICADA	15039.46	5040014031	COBRA	MUNICIPALIDAD PROVINCIAL DE VIRU	OFICIO 915 - 2022 - MPV 	15/11/2022/			2022-12-07 10:50:11"
"M-22-11-029	Certificado	1	REUBICACION DE REDES POR PRODUCCION DE AGUA EN 6 DISTRITOS DE LA PROVINCIA DE CUSCO 	OBRA PUBLICA	SEDACUSCO	NO	P-0055-22-1594-00001	P-0055-22-1594-00001-001	9404488190	OC CERTIFICADA	28104.42	5038062691	COMFICA	SEDACUSCO	OFICIO N° 040-2022-J-OPE-GG-EPS-SEDACUSCO S.A	15/11/2022/			2022-12-06 18:14:20"
"M-22-11-030	Certificado	1	RETIRO DE POSTES OVALO CHANCAY - RED VIAL 5 - ANCON - HUACHO - PATIVILCA - PN 	OBRA PUBLICA	MTC	NO	P-0055-22-1593-00001	P-0055-22-1593-00001-001	9404485454	OC CERTIFICADA	2431.46	5038040842	LARI	MTC - DIRECCION DE DISPONIBILIDAD DE PREDIOS 	OFICIO 8050-2022-MTC_19.03	16/11/2022/	FEVC-00009244	EMITIDO	2022-12-06 20:03:06"
"M-22-11-031	Certificado	3	ESTACION 07 METRO DE LIMA - JR URUBAMBA -  OBRAS POR CONSTRUCCION DE REDES DE AGUA Y ALCANTARILLADO - CONSORCIO SAN PEDRO NUEVOS PLANOS	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-0996-00001	P-0055-22-0996-00001-001	9404485443	OC CERTIFICADA	23260.60	5038126184	COMFICA	CONSORCIO SAN PEDRO  - PROVEEDOR DE SEDAPAL - ATU	Carta 038-2022-CONSORCIO SAN PEDRO.pdf	18/11/2022/			2022-12-07 20:02:05"
"M-22-11-032	Certificado	2	ACTUALIZACION CON NUEVOS PLANOS - PASO A DESNIVEL EL ARENAL - PTA.BOMBON	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-22-1612-00001	P-0055-22-1612-00001-001	9404493731	OC CERTIFICADA	9616.88	5038060338	DOMINION	HOB CONSULTORES S.A - PROVIAS.	Carta N° 1510072-CG-21-0060	25/11/2022/			2022-12-07 08:55:55"
"M-22-12-020	Cancelado	1	ACTUALIZACION DEL PROYECTO PASO A DESNIVEL AV VICTOR LARCO - TRUJILLO - AUTOPISTA DEL SOL 	OBRA PUBLICA	MTC	NO	P-0055-23-0092-00004	P-0055-23-0092-00004-001	9404536150	OC CREADA	500.00		COBRA	MTC	OFICIO N°33813 -2021-MTC/20.11	15/12/2022/			"
"M-22-12-021	Cancelado	1	AVENIDA NESTOR GAMBETTA - CALLAO - RECUPERACION DEL TRAMO - LA PROGRESIVA KM 3+818 AL KM 4+110?	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-23-0092-00003	P-0055-23-0092-00003-001	9404536140	OC CREADA	15000.00		COMFICA	PROVIAS NACIONAL ? MTC	OFICIO 1642-2022-MTC-20-8	15/12/2022/			"
"M-23-01-001	Certificado	1	AVENIDA NESTOR GAMBETTA - CALLAO - RECUPERACION DEL TRAMO - LA PROGRESIVA KM 3+818 AL KM 4+110	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-23-0092-00016	P-0055-23-0092-00016-001	9404598727	OC CERTIFICADA	129.08	5039376342	COMFICA	PROVIAS NACIONAL	OFICIO 1642-2022-MTC-20-8.	09/01/2023/			2023-04-03 05:52:16"
"M-23-01-002	Certificado	1	ACTUALIZACION DEL PROYECTO - PASO A DESNIVEL AV. VICTOR LARCO - TRUJILLO - AUTOPISTA DEL SOL	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-23-0092-00015	P-0055-23-0092-00015-001	9404598717	OC CERTIFICADA	27303.27	5040013817	COBRA	PROVIAS NACIONAL	OFIC.N 33813-2021 - MTC - 20.11.	09/01/2023/	FEVC-00009013	EMITIDO	2023-03-02 10:55:12"
"M-23-01-003	Certificado	2	AGUA EN 6 DISTRITOS DE CUSCO	OBRA PUBLICA	SEDACUSCO	NO	P-0055-23-0092-00014	P-0055-23-0092-00014-001	9404598728	OC CERTIFICADA	46535.42	5039377791	COMFICA	SEDACUSCO	OFICIO N° 040-2022-J-OPE-GG-EPS-SEDACUSCO S.A	09/01/2023/			2023-02-23 14:21:50"
"M-23-01-004	Certificado	2	REUBICACION DE REDES EN VIRU - LA LIBERTAD 	OBRA PUBLICA	MUNICIPALIDADES	NO	P-0055-23-0092-00013	P-0055-23-0092-00013-001	9404598714	OC CERTIFICADA	16652.59	5040014029	COBRA	MUNICIPALIDAD PROVINCIAL DE VIRU	OFICIO 915-2022 -MPV - 14466 MUNICIPALIDAD PR	09/01/2023/	FEVC-00009142	EMITIDO	2023-04-04 19:54:21"
"M-23-01-005	Certificado	1	OBRA: TRUJILLO CAJAMARCA CARRETERA LONGITUDINAL 2	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-23-0092-00012	P-0055-23-0092-00012-001	9404598745	OC CERTIFICADA	2603.54	5039989252	COBRA	PROVIAS NACIONAL	OFICIO N° 8616-2022-MTC_19.03	09/01/2023/			2023-03-16 22:19:44"
"M-23-01-006	Certificado	1	DISTRIBUCION SUR LIMA - COLECTORES PRIMARIOS - 2	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-23-0092-00011	P-0055-23-0092-00011-001	9404598744	OC CERTIFICADA	28598.27	5040014033	COBRA	HM INGENIEROS CONSULTORES	CARTA N°478-2022HMIC-CSUR	09/01/2023/			2023-03-29 20:27:32"
"M-23-01-007	Certificado	2	OHLA-ARCC OBRA DE CASMA	OBRA PUBLICA	ARCC	NO	P-0055-23-0092-00010	P-0055-23-0092-00010-001	9404598737	OC CERTIFICADA	36552.13	5039377790	LITEYCA	AUTORIDAD PARA LA RECONSTRUCCION CON CAMBIOS	CARTA N°01189-2022-ARCC/DE/DSI	09/01/2023/			2023-04-04 19:55:00"
"M-23-01-008	Certificado	2	OHLA-ARCC OBRA DE HUARMEY 2(cercano a la progresiva 6+760 del eje del rio Huarmey medido desde su desembocadura al mar	OBRA PUBLICA	ARCC	NO	P-0055-23-0092-00009	P-0055-23-0092-00009-001	9404598743	OC CERTIFICADA	5360.76	5040089775	LITEYCA	ARCC	CARTA N° 01198-2022-ARCC-DE-DSI[R]	09/01/2023/			2023-04-04 19:55:38"
"M-23-01-009	Certificado	1	COLECTOR EN SANTOS ATAHUALPA-PROL. BUENOS AIRES-CERRO COLORADO	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-23-0092-00008	P-0055-23-0092-00008-001	9404598725	OC CERTIFICADA	35170.14	5040091776	DOMINION	CONSORCIO AREQUIPA	CAR-2023-006 	09/01/2023/			2023-03-14 18:13:06"
"M-23-01-010	Certificado	2	OHLA-ARCC OBRA DE HUARMEY (cercano a la progresiva 2+960 del eje del rio Huarmey medido desde su desembocadura al mar	OBRA PUBLICA	ARCC	NO	P-0055-23-0092-00007	P-0055-23-0092-00007-001	9404598738	OC CERTIFICADA	33905.04	5039377789	LITEYCA	ARCC	CARTA N° 01195-2022-ARCC-DE-DSI	09/01/2023/			2023-04-04 19:56:17"
"M-23-01-011	Certificado	4	ACTUALIZACIÓN-CARRETERA HUALLANCA-CARAZ - ENE 2023	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-23-0092-00051	P-0055-23-0092-00051-001	9404646689	OC CERTIFICADA	18808.47	5040014034	LITEYCA	PROVIAS MTC	Oficio N° 20 2022- MTC-20.11	16/01/2023/			2023-03-21 12:59:53"
"M-23-01-012	Certificado	3	PARQUE JUSTINO RAMIREZ - URB EL BOSQUE - CASTILLA - PIURA 	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-23-0092-00055	P-0055-23-0092-00055-001	9404714354	OC CERTIFICADA	3078.90	5040009744	COBRA	CONSTRUCCIONES Y SERVICIOS GENERALES FUERTE ROBLE EIRL SAC	CARTA 003-2023 FUERTE ROBLE 	26/01/2023/			2023-04-24 18:31:12"
"M-23-01-013	Certificado	2	ACTUALIZACIÓN  PUENTE JOSE PARDO Y RIO LACRAMARCA	OBRA PUBLICA	ARCC	NO	P-0055-23-0092-00050	P-0055-23-0092-00050-001	9404646676	OC CERTIFICADA	37031.49	5040014150	LITEYCA	OHLA PERU	CO-PE -1PE-327-GP-TC-CDC-035.p	26/01/2023/	FEVC-00009195	EMITIDO	2023-03-14 18:14:45"
"M-23-01-014	Cancelado	1	VIA EVITAMIENTO CHIMBOTE ENTRE EL KM 450 Y 451 DE LA PAN. NORTE	OBRA PUBLICA	MTC	NO				SIN SOLICITUD OC			LITEYCA	MTC-AUNOR	OFICIO 0394-2023- MTC-19-03.	26/01/2023/			"
"M-23-01-015	Certificado	2	CONSTRUCCION DE DADO DE PROTECCION - ACCESO AUXILIAR PARA ESTACION E1 RAMAL 4 DEL METRO DE LIMA	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	P-0055-23-0092-00049	P-0055-23-0092-00049-001	9404646687	OC CERTIFICADA	411.01	5039376902	COMFICA	CONSORCIO CONSTRUCTOR M2 - LIMA 	CJV-CAR-00027-23 DEL 20-01-2023	26/01/2023/	FEVC-00008967	EMITIDO	2023-03-17 13:26:23"
"M-23-01-016	Certificado	1	NUEVA OBRA LIMA CANTA 	OBRA PUBLICA	PROVIAS MTC	NO	P-0055-23-0092-00048	P-0055-23-0092-00048-001	9404646701	OC CERTIFICADA	993.13	5040009909	COBRA	PROVIAS MTC	OFICIO N° 149-2023-MTC-20.11_ TELEFONICA_ REU	26/01/2023/			2023-03-16 22:19:12"
"M-23-01-017	Certificado	4	VIA EVITAMIENTO CHIMBOTE ENTRE EL KM 450 Y 451 DE LA PAN. NORTE - DOS SECTORES	OBRA PUBLICA	MTC	NO	P-0055-23-0092-00047	P-0055-23-0092-00047-001	9404646700	OC CERTIFICADA	20073.93	5040014149	COBRA	MTC - AUNOR 	OFICIO 0394-2023- MTC-19-03	27/01/2023/	FEVC-00009035	EMITIDO	2023-04-03 05:49:01"
