"ITEMPLAN MADRE	NOMBRE	PROYECTO	SUB PROYECTO	PRIORIDAD	SOLICITUD	TIPO SOLICITUD	PEP	MONTO	ESTADO SOLICITUD	FECHA CREACION	FECHA VALIDACION	ESTADO FIRMA	ORDEN DE COMPRA	#CERTI.	EECC	ENCARGADO	NUMERO DE CARTA	FECHA DE RECEPCION	ESTADO ITEM MADRE"
"M-23-10-027	PUNTO CRITICO - CARRETERA CENTRAL - (Del Km 135+000 al Km 135+370)	OBRA PUBLICA	MTC	NO	OP-2023-11-00007	CERTIFICACION OC	P-0055-23-0092-00175	2,356.86	ATENDIDO	2023-11-06 16:45:36	2023-11-16 10:41:19	ATENDIDO GERENTE	9405033262	5041173225	LARI	MTC - DIRECCION DE DISPONIBILIDAD DE PREDIOS	OFICIO N°13023-2023-MTC-19.03_12.10.2023_I-53	2023/10/27	Certificado"
"M-23-10-026	ESTACION MORALES DUAREZ E07 - LINEA 2	OBRA PUBLICA	ATU	NO	OP-2023-10-00006	CREACION OC	P-0055-23-0092-00174	15,000.00	ATENDIDO	2023-10-20 13:44:51	2023-10-27 11:08:52		9405033255		COBRA	ATU	CARTA D-000355-2023 - ATU- DI-SAPLI	2023/10/26	Certificado"
"M-23-10-026	ESTACION MORALES DUAREZ E07 - LINEA 2	OBRA PUBLICA	ATU	NO	OP-2023-11-00008	EDICION OC	P-0055-23-0092-00174	35,871.50	ATENDIDO	2023-11-17 09:28:42	2023-11-20 14:37:00		9405033255		COBRA	ATU	CARTA D-000355-2023 - ATU- DI-SAPLI	2023/10/26	Certificado"
"M-23-10-026	ESTACION MORALES DUAREZ E07 - LINEA 2	OBRA PUBLICA	ATU	NO	OP-2023-11-00009	CERTIFICACION OC	P-0055-23-0092-00174	35,871.50	ATENDIDO	2023-11-17 09:28:42	2023-11-27 10:17:40	ATENDIDO GERENTE	9405033255	5041213275	COBRA	ATU	CARTA D-000355-2023 - ATU- DI-SAPLI	2023/10/26	Certificado"
"M-23-10-025	VARIANTE TAMBORAQUE (Km 88+124.28 - Km 88+781.89 - CARRETERA CENTRAL)	OBRA PUBLICA	MTC	NO	OP-2023-10-00005	CREACION OC	P-0055-23-0092-00173	15,000.00	ATENDIDO	2023-10-20 13:44:31	2023-10-27 11:12:02		9405033270		LARI	MTC DIRECCION DE DISPONIBILIDAD DE PREDIOS	FICIO N° 10431-2023-MTC-19.03_04.09.2023_I_45	2023/10/26	Certificado"
"M-23-10-025	VARIANTE TAMBORAQUE (Km 88+124.28 - Km 88+781.89 - CARRETERA CENTRAL)	OBRA PUBLICA	MTC	NO	OP-2023-11-00003	EDICION OC	P-0055-23-0092-00173	5,434.10	ATENDIDO	2023-11-02 17:25:57	2023-11-08 21:01:41		9405033270		LARI	MTC DIRECCION DE DISPONIBILIDAD DE PREDIOS	FICIO N° 10431-2023-MTC-19.03_04.09.2023_I_45	2023/10/26	Certificado"
"M-23-10-025	VARIANTE TAMBORAQUE (Km 88+124.28 - Km 88+781.89 - CARRETERA CENTRAL)	OBRA PUBLICA	MTC	NO	OP-2023-11-00004	CERTIFICACION OC	P-0055-23-0092-00173	5,434.10	ATENDIDO	2023-11-06 05:54:25	2023-11-16 10:41:03	ATENDIDO GERENTE	9405033270	5041173223	LARI	MTC DIRECCION DE DISPONIBILIDAD DE PREDIOS	FICIO N° 10431-2023-MTC-19.03_04.09.2023_I_45	2023/10/26	Certificado"
"M-23-10-024	AGUA -ALCANTARILLADO -SANTA ROSA Y ANCON - LIMA	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	OP-2023-10-00004	CREACION OC	P-0055-23-0092-00172	15,000.00	ATENDIDO	2023-10-20 13:44:07	2023-10-27 11:04:53		9405033193		COMFICA	CONSORCIO SANTA ROSA - MINISTERIO VIVIENDA Y CONSTRUCCION	Carta N°564-2023_CSRA.	2023/10/25	Certificado"
"M-23-10-024	AGUA -ALCANTARILLADO -SANTA ROSA Y ANCON - LIMA	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	OP-2023-11-00037	EDICION OC	P-0055-23-0092-00172	5,637.05	ATENDIDO	2023-11-28 12:16:33	2023-11-29 07:41:48		9405033193		COMFICA	CONSORCIO SANTA ROSA - MINISTERIO VIVIENDA Y CONSTRUCCION	Carta N°564-2023_CSRA.	2023/10/25	Certificado"
"M-23-10-024	AGUA -ALCANTARILLADO -SANTA ROSA Y ANCON - LIMA	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	OP-2023-11-00038	CERTIFICACION OC	P-0055-23-0092-00172	5,637.05	ATENDIDO	2023-11-30 13:27:00	2023-12-04 15:04:14	ATENDIDO GERENTE	9405033193	5041354626	COMFICA	CONSORCIO SANTA ROSA - MINISTERIO VIVIENDA Y CONSTRUCCION	Carta N°564-2023_CSRA.	2023/10/25	Certificado"
"M-23-10-023	PROYECTO 2 PUENTE SOCSI - QUEBRADA SAN GERÓNIMO - LUNAHUANA	OBRA PUBLICA	ARCC	NO	OP-2023-10-00001	CREACION OC	P-0055-23-0092-00171	15,000.00	ATENDIDO	2023-10-13 09:58:30	2023-10-24 10:16:51		9405026944		DOMINION	ARCC	CARTA NRO-00045-2023-ARCC-DE-DSI v	2023/10/03	Certificado"
"M-23-10-023	PROYECTO 2 PUENTE SOCSI - QUEBRADA SAN GERÓNIMO - LUNAHUANA	OBRA PUBLICA	ARCC	NO	OP-2023-11-00001	EDICION OC	P-0055-23-0092-00171	1,136.83	ATENDIDO	2023-11-02 10:17:37	2023-11-08 21:01:42		9405026944		DOMINION	ARCC	CARTA NRO-00045-2023-ARCC-DE-DSI v	2023/10/03	Certificado"
"M-23-10-023	PROYECTO 2 PUENTE SOCSI - QUEBRADA SAN GERÓNIMO - LUNAHUANA	OBRA PUBLICA	ARCC	NO	OP-2023-11-00002	CERTIFICACION OC	P-0055-23-0092-00171	1,136.83	ATENDIDO	2023-11-03 11:29:07	2023-11-16 10:40:37	ATENDIDO GERENTE	9405026944	5041173123	DOMINION	ARCC	CARTA NRO-00045-2023-ARCC-DE-DSI v	2023/10/03	Certificado"
"M-23-10-021	AUTOPISTA PUNO JULIACA-CORREDOR VIAL INTEROCEANICO TRAMO 5	OBRA PUBLICA	MTC	NO	OP-2023-10-00010	CREACION OC	P-0055-23-0092-00176	30,000.00	ATENDIDO	2023-10-24 12:02:54	2023-10-27 11:00:35		9405033256		COMFICA	MTC - DIRECION DE DISPONIBILIDAD DE PREDIOS	OFICIO 9468-2023-MTC-19.03 AUTOPISTA JULIACA 	2023/10/03	Cancelado"
"M-23-10-021	AUTOPISTA PUNO JULIACA-CORREDOR VIAL INTEROCEANICO TRAMO 5	OBRA PUBLICA	MTC	NO	OP-2023-12-00007	ANULACION POS. OC	P-0055-23-0092-00176	30,000.00	ATENDIDO	2023-12-10 11:41:01	2023-12-10 17:11:49		9405033256		COMFICA	MTC - DIRECION DE DISPONIBILIDAD DE PREDIOS	OFICIO 9468-2023-MTC-19.03 AUTOPISTA JULIACA 	2023/10/03	Cancelado"
"M-23-09-032	EVITAMIENTO CASMA- Tramo Km 369+790 al Km 380+779.84	OBRA PUBLICA	MTC	NO	OP-2023-09-00019	CREACION OC	P-0055-23-0092-00168	15,000.00	ATENDIDO	2023-09-27 16:54:57	2023-10-09 12:34:04		9405003808		LITEYCA	MTC -DIRECCION DE DISPONIBILIDAD DE PREDIOS	OFICIO N° 11095-2023-MTC-19.03	2023/09/18	Certificado"
"M-23-09-032	EVITAMIENTO CASMA- Tramo Km 369+790 al Km 380+779.84	OBRA PUBLICA	MTC	NO	OP-2023-11-00023	EDICION OC	P-0055-23-0092-00168	52,430.63	ATENDIDO	2023-11-20 10:41:48	2023-11-20 19:06:17		9405003808		LITEYCA	MTC -DIRECCION DE DISPONIBILIDAD DE PREDIOS	OFICIO N° 11095-2023-MTC-19.03	2023/09/18	Certificado"
"M-23-09-032	EVITAMIENTO CASMA- Tramo Km 369+790 al Km 380+779.84	OBRA PUBLICA	MTC	NO	OP-2023-11-00024	CERTIFICACION OC	P-0055-23-0092-00168	52,430.63	ATENDIDO	2023-11-21 10:06:49	2023-11-27 10:16:02	ATENDIDO GERENTE	9405003808	5041214094	LITEYCA	MTC -DIRECCION DE DISPONIBILIDAD DE PREDIOS	OFICIO N° 11095-2023-MTC-19.03	2023/09/18	Certificado"
"M-23-09-031	SAN JOSÉ DE MOROC - MOCUPE - KM 724+000 - PN - AUTOPISTA TRUJILLO-SULLANA	OBRA PUBLICA	MTC	NO	OP-2023-09-00014	CREACION OC	P-0055-23-0092-00166	15,000.00	ATENDIDO	2023-09-25 17:32:18	2023-10-05 13:12:32		9404998671		COBRA	MTC - DIRECCION DE DISPONIBILIDAD DE PREDIOS	Oficio N° 10965-2023-MTC-19.03	2023/09/18	Certificado"
"M-23-09-031	SAN JOSÉ DE MOROC - MOCUPE - KM 724+000 - PN - AUTOPISTA TRUJILLO-SULLANA	OBRA PUBLICA	MTC	NO	OP-2023-11-00027	EDICION OC	P-0055-23-0092-00166	8,456.21	ATENDIDO	2023-11-20 10:41:43	2023-11-20 19:31:41		9404998671		COBRA	MTC - DIRECCION DE DISPONIBILIDAD DE PREDIOS	Oficio N° 10965-2023-MTC-19.03	2023/09/18	Certificado"
"M-23-09-031	SAN JOSÉ DE MOROC - MOCUPE - KM 724+000 - PN - AUTOPISTA TRUJILLO-SULLANA	OBRA PUBLICA	MTC	NO	OP-2023-11-00028	CERTIFICACION OC	P-0055-23-0092-00166	8,456.21	ATENDIDO	2023-11-21 11:05:40	2023-11-27 10:15:21	ATENDIDO GERENTE	9404998671	5041214096	COBRA	MTC - DIRECCION DE DISPONIBILIDAD DE PREDIOS	Oficio N° 10965-2023-MTC-19.03	2023/09/18	Certificado"
"M-23-09-030	EVITAMIENTO GUADALUPE EV-06  (Ovalo Inicial - Km 701+900) 	OBRA PUBLICA	MTC	NO	OP-2023-09-00013	CREACION OC	P-0055-23-0092-00165	15,000.00	ATENDIDO	2023-09-25 17:32:01	2023-10-05 13:10:16		9404998648		COBRA	MTC - DIRECCION DE DISPONIBILIDAD DE PREDIOS	Oficio N° 10975-2023-MTC-19.03	2023/09/18	Certificado"
"M-23-09-030	EVITAMIENTO GUADALUPE EV-06  (Ovalo Inicial - Km 701+900) 	OBRA PUBLICA	MTC	NO	OP-2023-12-00008	EDICION OC	P-0055-23-0092-00165	28,308.30	ATENDIDO	2023-12-21 11:27:04	2023-12-21 15:34:17		9404998648		COBRA	MTC - DIRECCION DE DISPONIBILIDAD DE PREDIOS	Oficio N° 10975-2023-MTC-19.03	2023/09/18	Certificado"
"M-23-09-030	EVITAMIENTO GUADALUPE EV-06  (Ovalo Inicial - Km 701+900) 	OBRA PUBLICA	MTC	NO	OP-2023-12-00009	CERTIFICACION OC	P-0055-23-0092-00165	28,308.30	ATENDIDO	2024-01-25 13:13:18	2024-01-30 10:02:01	ATENDIDO GERENTE	9404998648	5041833613	COBRA	MTC - DIRECCION DE DISPONIBILIDAD DE PREDIOS	Oficio N° 10975-2023-MTC-19.03	2023/09/18	Certificado"
"M-23-09-029	CARRETERA LONGITUDINAL TRAMO 2 -CHILETE-CAJAMARCA	OBRA PUBLICA	MTC	NO	OP-2023-09-00018	CREACION OC	P-0055-23-0092-00167	15,000.00	ATENDIDO	2023-09-27 16:54:24	2023-10-09 12:03:24		9405003795		COBRA	MTC - DIRECCION DE DISPONIBILIDAD DE PREDIOS	Oficio 10905-2023-MTC_19.03_13.09.2023	2023/09/18	Certificado"
"M-23-09-029	CARRETERA LONGITUDINAL TRAMO 2 -CHILETE-CAJAMARCA	OBRA PUBLICA	MTC	NO	OP-2023-11-00017	EDICION OC	P-0055-23-0092-00167	6,112.39	ATENDIDO	2023-11-08 11:33:29	2023-11-09 09:32:40		9405003795		COBRA	MTC - DIRECCION DE DISPONIBILIDAD DE PREDIOS	Oficio 10905-2023-MTC_19.03_13.09.2023	2023/09/18	Certificado"
"M-23-09-029	CARRETERA LONGITUDINAL TRAMO 2 -CHILETE-CAJAMARCA	OBRA PUBLICA	MTC	NO	OP-2023-11-00018	CERTIFICACION OC	P-0055-23-0092-00167	6,112.39	ATENDIDO	2023-11-08 16:38:35	2023-11-16 10:40:21	ATENDIDO GERENTE	9405003795	5041172993	COBRA	MTC - DIRECCION DE DISPONIBILIDAD DE PREDIOS	Oficio 10905-2023-MTC_19.03_13.09.2023	2023/09/18	Certificado"
"M-23-09-028	NIVELACION DE BUZON - EST. E4 - 03 - CALLAO	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	OP-2023-09-00012	CREACION OC	P-0055-23-0092-00164	15,000.00	ATENDIDO	2023-09-25 17:31:41	2023-10-05 13:05:53		9404998647		COMFICA	CONSORCIO CONSTRUCTOR M2 LIMA	CJV-CAR-00482-23_Solic-Ppto-Nivela-Buzon-Desv	2023/09/18	Certificado"
"M-23-09-028	NIVELACION DE BUZON - EST. E4 - 03 - CALLAO	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	OP-2023-10-00002	EDICION OC	P-0055-23-0092-00164	306.29	ATENDIDO	2023-10-18 19:29:39	2023-10-22 14:10:01		9404998647		COMFICA	CONSORCIO CONSTRUCTOR M2 LIMA	CJV-CAR-00482-23_Solic-Ppto-Nivela-Buzon-Desv	2023/09/18	Certificado"
"M-23-09-028	NIVELACION DE BUZON - EST. E4 - 03 - CALLAO	OBRA PUBLICA	CONSORCIOS PRIVADOS	NO	OP-2023-10-00003	CERTIFICACION OC	P-0055-23-0092-00164	306.29	ATENDIDO	2023-10-24 13:05:16	2023-11-16 10:40:02	ATENDIDO GERENTE	9404998647	5041172609	COMFICA	CONSORCIO CONSTRUCTOR M2 LIMA	CJV-CAR-00482-23_Solic-Ppto-Nivela-Buzon-Desv	2023/09/18	Certificado"
"M-23-09-027	INFRAESTRUCTURA VIAL RAFAEL ESCARDÓ - CESAR VALLEJO - SAN MIGUEL	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2023-09-00011	CREACION OC	P-0055-23-0092-00163	15,000.00	ATENDIDO	2023-09-25 17:31:28	2023-10-05 13:03:30		9404998638		COMFICA	MUNICIPALIDAD METROPOLITANA DE LIMA	CARTA N°08-2023-MML-OGA-UFP.	2023/09/15	Certificado"
"M-23-09-027	INFRAESTRUCTURA VIAL RAFAEL ESCARDÓ - CESAR VALLEJO - SAN MIGUEL	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2023-11-00035	EDICION OC	P-0055-23-0092-00163	4,714.83	ATENDIDO	2023-11-25 07:26:53	2023-11-26 22:06:01		9404998638		COMFICA	MUNICIPALIDAD METROPOLITANA DE LIMA	CARTA N°08-2023-MML-OGA-UFP.	2023/09/15	Certificado"
"M-23-09-027	INFRAESTRUCTURA VIAL RAFAEL ESCARDÓ - CESAR VALLEJO - SAN MIGUEL	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2023-11-00036	CERTIFICACION OC	P-0055-23-0092-00163	4,714.83	ATENDIDO	2023-11-27 10:37:39	2023-12-04 15:04:36	ATENDIDO GERENTE	9404998638	5041354581	COMFICA	MUNICIPALIDAD METROPOLITANA DE LIMA	CARTA N°08-2023-MML-OGA-UFP.	2023/09/15	Certificado"
"M-23-08-049	SECTOR PUENTE ARENITA	OBRA PUBLICA	MTC	NO	OP-2023-09-00008	CREACION OC	P-0055-23-0092-00162	15,000.00	ATENDIDO	2023-09-18 17:23:02	2023-09-22 10:20:09		9404981417		COBRA	DIRECCION DE DISPONIBILIDAD DE PREDIOS MINISTERIO DE TRANSPORTES Y COMUNICACIONES	OFICIO - 10033-2023-MTC_19.03_- 25.08.2023 	2023/08/28	Certificado"
"M-23-08-049	SECTOR PUENTE ARENITA	OBRA PUBLICA	MTC	NO	OP-2023-11-00031	EDICION OC	P-0055-23-0092-00162	13,020.39	ATENDIDO	2023-11-20 10:41:21	2023-11-20 19:29:01		9404981417		COBRA	DIRECCION DE DISPONIBILIDAD DE PREDIOS MINISTERIO DE TRANSPORTES Y COMUNICACIONES	OFICIO - 10033-2023-MTC_19.03_- 25.08.2023 	2023/08/28	Certificado"
"M-23-08-049	SECTOR PUENTE ARENITA	OBRA PUBLICA	MTC	NO	OP-2023-11-00032	CERTIFICACION OC	P-0055-23-0092-00162	13,020.39	ATENDIDO	2023-11-21 13:14:55	2023-11-27 10:14:31	ATENDIDO GERENTE	9404981417	5041214097	COBRA	DIRECCION DE DISPONIBILIDAD DE PREDIOS MINISTERIO DE TRANSPORTES Y COMUNICACIONES	OFICIO - 10033-2023-MTC_19.03_- 25.08.2023 	2023/08/28	Certificado"
"M-23-08-048	EBC YOMPIAN - REEM	OBRA PUBLICA	TORRERAS	NO	OP-2023-09-00007	CREACION OC	P-0055-23-0092-00161	15,000.00	ATENDIDO	2023-09-14 16:06:50	2023-09-18 14:35:07		9404972674		COBRA	DESARROLLOS TERRESTRES.	CORREO DE MARCO TAFUR	2023/08/28	Certificado"
"M-23-08-048	EBC YOMPIAN - REEM	OBRA PUBLICA	TORRERAS	NO	OP-2023-09-00016	EDICION OC	P-0055-23-0092-00161	565.68	ATENDIDO	2023-09-27 11:11:12	2023-09-28 22:33:34		9404972674		COBRA	DESARROLLOS TERRESTRES.	CORREO DE MARCO TAFUR	2023/08/28	Certificado"
"M-23-08-048	EBC YOMPIAN - REEM	OBRA PUBLICA	TORRERAS	NO	OP-2023-09-00017	CERTIFICACION OC	P-0055-23-0092-00161	565.68	ATENDIDO	2023-10-02 11:22:09	2023-10-04 17:26:06	ATENDIDO GERENTE	9404972674	5040791411	COBRA	DESARROLLOS TERRESTRES.	CORREO DE MARCO TAFUR	2023/08/28	Certificado"
"M-23-08-047	AV. COMANDANTE ESPINAR MIRAFLORES DEL DISTRITO DE MIRAFLORES ? PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2023-09-00006	CREACION OC	P-0055-23-0092-00160	15,000.00	ATENDIDO	2023-09-14 16:06:05	2023-09-18 14:35:05		9404972645		COBRA	INTECONSULT SAC Ingenieros Técnicos Consultores Ejecutores SAC	CARTA Nª 129-2023/INTECONSULTSAC/CLFR	2023/08/28	Certificado"
"M-23-08-047	AV. COMANDANTE ESPINAR MIRAFLORES DEL DISTRITO DE MIRAFLORES ? PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2023-11-00021	EDICION OC	P-0055-23-0092-00160	19,499.03	ATENDIDO	2023-11-20 10:41:38	2023-11-21 06:32:27		9404972645		COBRA	INTECONSULT SAC Ingenieros Técnicos Consultores Ejecutores SAC	CARTA Nª 129-2023/INTECONSULTSAC/CLFR	2023/08/28	Certificado"
"M-23-08-047	AV. COMANDANTE ESPINAR MIRAFLORES DEL DISTRITO DE MIRAFLORES ? PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2023-11-00022	CERTIFICACION OC	P-0055-23-0092-00160	19,499.03	ATENDIDO	2023-11-20 10:41:38	2023-11-27 10:13:52	ATENDIDO GERENTE	9404972645	5041214461	COBRA	INTECONSULT SAC Ingenieros Técnicos Consultores Ejecutores SAC	CARTA Nª 129-2023/INTECONSULTSAC/CLFR	2023/08/28	Certificado"
"M-23-08-046	EVITAMIENTO - OVALO PAIJAN KM 623+100	OBRA PUBLICA	PROVIAS MTC	NO	OP-2023-08-00034	CREACION OC	P-0055-23-0092-00153	14,990.00	ATENDIDO	2023-08-28 11:13:02	2023-08-31 22:02:53		9404946732		COBRA	PROVIAS NACIONAL  - COVISOL	CORREO ALONSO CORNELIO	2023/08/18	Cancelado"
"M-23-08-046	EVITAMIENTO - OVALO PAIJAN KM 623+100	OBRA PUBLICA	PROVIAS MTC	NO	OP-2023-11-00005	ANULACION POS. OC	P-0055-23-0092-00153	15,000.00	ATENDIDO	2023-11-03 09:32:58	2023-11-07 22:02:18		9404946732		COBRA	PROVIAS NACIONAL  - COVISOL	CORREO ALONSO CORNELIO	2023/08/18	Cancelado"
"M-23-08-045	REUBICACION DE POSTES JR. LOS ALAMOS  - SAN JUAN DE MIRAFLORES	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2023-08-00029	CREACION OC	P-0055-23-0092-00150	15,000.00	ATENDIDO	2023-08-22 13:01:45	2023-08-23 13:02:39		9404935479		COMFICA	MUNICIPALIDAD SAN JUAN DE MIRAFLORES	OFICIO 077-2023 -SGPIOP-GDU-MDSJM - JR. LOS A	2023/08/11	Certificado"
"M-23-08-045	REUBICACION DE POSTES JR. LOS ALAMOS  - SAN JUAN DE MIRAFLORES	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2023-08-00038	EDICION OC	P-0055-23-0092-00150	778.21	ATENDIDO	2023-08-30 00:14:35	2023-09-01 07:38:18		9404935479		COMFICA	MUNICIPALIDAD SAN JUAN DE MIRAFLORES	OFICIO 077-2023 -SGPIOP-GDU-MDSJM - JR. LOS A	2023/08/11	Certificado"
"M-23-08-045	REUBICACION DE POSTES JR. LOS ALAMOS  - SAN JUAN DE MIRAFLORES	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2023-08-00039	CERTIFICACION OC	P-0055-23-0092-00150	778.21	ATENDIDO	2023-09-04 12:24:45	2023-09-07 14:22:33	ATENDIDO GERENTE	9404935479	5040553547	COMFICA	MUNICIPALIDAD SAN JUAN DE MIRAFLORES	OFICIO 077-2023 -SGPIOP-GDU-MDSJM - JR. LOS A	2023/08/11	Certificado"
"M-23-08-044	27 POSTES ADICIONAL EN OBRA 1° OCTUBRE	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2023-08-00028	CREACION OC	P-0055-23-0092-00149	15,000.00	ATENDIDO	2023-08-22 13:01:45	2023-08-24 19:32:46		9404935536		COBRA	INVERMET	CARTA-001094-2023-GP 07.08.23 Adi.	2023/08/08	Certificado"
"M-23-08-044	27 POSTES ADICIONAL EN OBRA 1° OCTUBRE	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2023-08-00040	EDICION OC	P-0055-23-0092-00149	5,125.87	ATENDIDO	2023-08-30 00:15:04	2023-09-01 07:37:57		9404935536		COBRA	INVERMET	CARTA-001094-2023-GP 07.08.23 Adi.	2023/08/08	Certificado"
"M-23-08-044	27 POSTES ADICIONAL EN OBRA 1° OCTUBRE	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2023-08-00041	CERTIFICACION OC	P-0055-23-0092-00149	7,780.73	ATENDIDO	2023-09-26 14:11:11	2023-10-05 13:15:09	ATENDIDO GERENTE	9404935536	5040792024	COBRA	INVERMET	CARTA-001094-2023-GP 07.08.23 Adi.	2023/08/08	Certificado"
"M-23-08-044	27 POSTES ADICIONAL EN OBRA 1° OCTUBRE	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2023-09-00015	EDICION OC	P-0055-23-0092-00149	7,780.73	ATENDIDO	2023-09-26 13:31:45	2023-09-28 22:33:34		9404935536		COBRA	INVERMET	CARTA-001094-2023-GP 07.08.23 Adi.	2023/08/08	Certificado"
"M-23-08-043	ACTUALIZACION OBRA OBLIGATORIA IVD CANTA CALLAO CRUCE PN Y VIA EXPRESA CANTA CALLAO	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2023-08-00027	CREACION OC	P-0055-23-0092-00148	30,000.00	ATENDIDO	2023-08-22 13:01:45	2023-08-23 13:02:40		9404935507		COBRA	GERENCIA DE PROMOCION DE LA INVERSION - MUNICIPALIDAD DE LIMA L	D000565-2023-MML-GPIP	2023/08/08	Certificado"
"M-23-08-043	ACTUALIZACION OBRA OBLIGATORIA IVD CANTA CALLAO CRUCE PN Y VIA EXPRESA CANTA CALLAO	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2023-09-00022	EDICION OC	P-0055-23-0092-00148	33,532.34	ATENDIDO	2023-09-28 15:35:58	2023-10-11 18:01:54		9404935507		COBRA	GERENCIA DE PROMOCION DE LA INVERSION - MUNICIPALIDAD DE LIMA L	D000565-2023-MML-GPIP	2023/08/08	Certificado"
"M-23-08-043	ACTUALIZACION OBRA OBLIGATORIA IVD CANTA CALLAO CRUCE PN Y VIA EXPRESA CANTA CALLAO	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2023-09-00023	CERTIFICACION OC	P-0055-23-0092-00148	33,532.34	ATENDIDO	2023-10-02 11:22:02	2023-10-24 15:39:24	ATENDIDO GERENTE	9404935507	5040911022	COBRA	GERENCIA DE PROMOCION DE LA INVERSION - MUNICIPALIDAD DE LIMA L	D000565-2023-MML-GPIP	2023/08/08	Certificado"
"M-23-08-042	COLECTORES DE ALIVIO EN TRAMOS DEL COLECTOR 6 DISTRITO DE SAN MARTÍN DE PORRES, PROVINCIA DE LIMA, DEPARTAMENTO DE LIMA?	OBRA PUBLICA	SEDAPAL	NO	OP-2023-08-00017	CREACION OC	P-0055-23-0092-00147	15,000.00	ATENDIDO	2023-08-08 13:00:03	2023-08-16 10:01:39		9404926634		COBRA	CONSORCIO JESUCRISTO - CP035-2022 - SEDAPAL - COLECTORES SMP	CARTA N°138-2023-CONSORCIO JESUCRISTO CP035-2	2023/08/01	Certificado"
"M-23-08-042	COLECTORES DE ALIVIO EN TRAMOS DEL COLECTOR 6 DISTRITO DE SAN MARTÍN DE PORRES, PROVINCIA DE LIMA, DEPARTAMENTO DE LIMA?	OBRA PUBLICA	SEDAPAL	NO	OP-2023-10-00008	EDICION OC	P-0055-23-0092-00147	32,171.34	ATENDIDO	2023-11-17 09:27:54	2023-11-20 14:37:00		9404926634		COBRA	CONSORCIO JESUCRISTO - CP035-2022 - SEDAPAL - COLECTORES SMP	CARTA N°138-2023-CONSORCIO JESUCRISTO CP035-2	2023/08/01	Certificado"
"M-23-08-042	COLECTORES DE ALIVIO EN TRAMOS DEL COLECTOR 6 DISTRITO DE SAN MARTÍN DE PORRES, PROVINCIA DE LIMA, DEPARTAMENTO DE LIMA?	OBRA PUBLICA	SEDAPAL	NO	OP-2023-10-00009	CERTIFICACION OC	P-0055-23-0092-00147	32,171.34	ATENDIDO	2023-11-17 09:27:54	2023-11-27 10:13:02	ATENDIDO GERENTE	9404926634	5041213324	COBRA	CONSORCIO JESUCRISTO - CP035-2022 - SEDAPAL - COLECTORES SMP	CARTA N°138-2023-CONSORCIO JESUCRISTO CP035-2	2023/08/01	Certificado"
"M-23-08-041	OBRAS EN DISTRITO DE SAPALLANGA - HUANCAYO	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2023-08-00016	CREACION OC	P-0055-23-0092-00146	15,000.00	ATENDIDO	2023-08-22 13:01:45	2023-08-24 13:03:18		9404938595		LARI	MUNICIPALIDAD PROVINCIAL DE HUANCAYO	ARTA 627 - SOLICITUD DE PRESUPUESTO Y CRONOGR	2023/08/01	Certificado"
"M-23-08-041	OBRAS EN DISTRITO DE SAPALLANGA - HUANCAYO	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2023-08-00035	EDICION OC	P-0055-23-0092-00146	1,298.40	ATENDIDO	2023-08-28 10:21:05	2023-08-29 10:11:41		9404938595		LARI	MUNICIPALIDAD PROVINCIAL DE HUANCAYO	ARTA 627 - SOLICITUD DE PRESUPUESTO Y CRONOGR	2023/08/01	Certificado"
"M-23-08-041	OBRAS EN DISTRITO DE SAPALLANGA - HUANCAYO	OBRA PUBLICA	MUNICIPALIDADES	NO	OP-2023-08-00036	CERTIFICACION OC	P-0055-23-0092-00146	1,298.40	ATENDIDO	2023-08-28 20:16:39	2023-09-07 14:22:01	ATENDIDO GERENTE	9404938595	5040553398	LARI	MUNICIPALIDAD PROVINCIAL DE HUANCAYO	ARTA 627 - SOLICITUD DE PRESUPUESTO Y CRONOGR	2023/08/01	Certificado"
